from,to,reason,strength,confidence,divergence,status
johannes-brahms-1833,ernest-bloch-1880,"Bloch's early works show a strong influence of Brahms' Romantic style and structural rigor.",0.70,0.90,0.40,pending
richard-wagner-1813,ernest-bloch-1880,"Bloch was influenced by Wagner's harmonic language and dramatic intensity, especially in his orchestral works.",0.60,0.80,0.50,pending
claude-debussy-1862,ernest-bloch-1880,"Debussy's impressionistic textures and modal harmonies influenced Bloch's exploration of color and atmosphere.",0.50,0.70,0.60,pending
gabriel-faure-1845,ernest-bloch-1880,"Faure's lyrical melodies and harmonic subtlety impacted Bloch's melodic and harmonic approach.",0.50,0.70,0.50,pending
gustav-mahler-1860,ernest-bloch-1880,"Mahler's expansive orchestration and emotional depth influenced Bloch's symphonic and vocal compositions.",0.60,0.80,0.40,pending
johannes-brahms-1833,bela-bartok-1881,"Bartók was influenced by Brahms' structural rigor and use of folk elements, which informed his own synthesis of folk music and classical forms.",0.70,0.90,0.40,pending
richard-wagner-1813,bela-bartok-1881,"Bartók absorbed Wagner's harmonic innovations and dramatic intensity, though he diverged significantly in his use of folk modalities and rhythms.",0.50,0.80,0.70,pending
claude-debussy-1862,bela-bartok-1881,"Debussy's impressionistic textures and modal harmonies influenced Bartók's harmonic language and coloristic orchestration.",0.60,0.85,0.60,pending
maurice-ravel-1875,bela-bartok-1881,"Ravel's refined orchestration and incorporation of folk elements inspired Bartók's own approach to orchestral color and folk music integration.",0.60,0.85,0.50,pending
zoltan-kodaly-1882,bela-bartok-1881,"Kodály, a close colleague and fellow Hungarian folk music researcher, profoundly influenced Bartók's ethnomusicological work and compositional style.",0.90,1.00,0.30,pending
franz-liszt-1811,bela-bartok-1881,"Liszt's Hungarian nationalist style and virtuosic piano writing influenced Bartók's piano compositions and nationalistic musical identity.",0.60,0.80,0.50,pending
arnold-schoenberg-1874,bela-bartok-1881,"Bartók was aware of Schoenberg's atonal and twelve-tone techniques, which influenced his exploration of modern harmonic language, though he maintained his own tonal roots.",0.40,0.70,0.70,pending
johannes-brahms-1833,george-enescu-1881,"Enescu was influenced by Brahms' structural mastery and romantic expressiveness, which shaped his early compositional style.",0.70,0.90,0.40,pending
franz-liszt-1811,george-enescu-1881,"Liszt's virtuosic piano writing and harmonic innovations influenced Enescu's approach to piano and orchestral textures.",0.60,0.80,0.50,pending
richard-wagner-1813,george-enescu-1881,"Wagner's use of leitmotifs and chromatic harmony impacted Enescu's dramatic and harmonic language.",0.60,0.85,0.60,pending
claude-debussy-1862,george-enescu-1881,"Debussy's impressionistic colors and modal harmonies influenced Enescu's orchestration and harmonic palette.",0.50,0.80,0.70,pending
gabriel-faure-1845,george-enescu-1881,"Faure's lyrical melodies and refined harmonic language were important in shaping Enescu's melodic style.",0.50,0.75,0.50,pending
edvard-grieg-1843,george-enescu-1881,"Grieg's incorporation of folk elements and nationalistic style influenced Enescu's use of Romanian folk music.",0.70,0.85,0.40,pending
antonin-dvorak-1841,george-enescu-1881,"Dvořák's blending of folk music with classical forms inspired Enescu's nationalistic compositions.",0.60,0.80,0.50,pending
camille-saint-saens-1835,george-enescu-1881,"Saint-Saëns' classical clarity and orchestral craftsmanship influenced Enescu's compositional technique.",0.50,0.70,0.50,pending
nikolai-rimsky-korsakov-1844,igor-stravinsky-1882,"Rimsky-Korsakov was Stravinsky's teacher and had a strong impact on his early compositional style and orchestration techniques.",0.90,1.00,0.40,pending
claude-debussy-1862,igor-stravinsky-1882,"Debussy's impressionistic style influenced Stravinsky's harmonic language and orchestral color, especially in his early works.",0.70,0.90,0.70,pending
richard-wagner-1813,igor-stravinsky-1882,"Wagner's innovations in harmony and orchestration were part of the broader musical environment that shaped Stravinsky's development.",0.50,0.80,0.80,pending
alexander-glazunov-1865,igor-stravinsky-1882,"Glazunov was a prominent Russian composer whose works and style influenced the Russian musical tradition that Stravinsky inherited.",0.60,0.80,0.60,pending
sergei-rachmaninoff-1873,igor-stravinsky-1882,"Rachmaninoff's Romantic style and pianistic idiom were part of the Russian musical context influencing Stravinsky's early compositions.",0.50,0.70,0.70,pending
arnold-schoenberg-1874,igor-stravinsky-1882,"Schoenberg's exploration of atonality and twelve-tone technique influenced Stravinsky's later serial works.",0.60,0.90,0.70,pending
maurice-ravel-1875,igor-stravinsky-1882,"Ravel's mastery of orchestration and impressionistic style influenced Stravinsky's approach to color and texture.",0.70,0.85,0.60,pending
richard-wagner-1813,karol-szymanowski-1882,"Szymanowski was influenced by Wagner's harmonic language and leitmotif technique, which shaped his early compositional style.",0.80,0.90,0.40,pending
claude-debussy-1862,karol-szymanowski-1882,"Debussy's impressionistic textures and modal harmonies influenced Szymanowski's mature style, especially in his piano and orchestral works.",0.70,0.85,0.50,pending
alexander-scriabin-1872,karol-szymanowski-1882,"Scriabin's mystical and innovative harmonic approach had a strong impact on Szymanowski's harmonic experimentation and coloristic orchestration.",0.75,0.90,0.40,pending
franz-liszt-1811,karol-szymanowski-1882,"Liszt's virtuosic piano writing and programmatic style influenced Szymanowski's piano compositions and his use of thematic transformation.",0.60,0.80,0.50,pending
gustav-mahler-1860,karol-szymanowski-1882,"Mahler's expansive orchestration and emotional depth influenced Szymanowski's symphonic works and his approach to large-scale forms.",0.50,0.75,0.60,pending
johannes-brahms-1833,percy-grainger-1882,"Grainger admired Brahms' craftsmanship and incorporated elements of Brahmsian romanticism and folk-inspired themes into his own compositions.",0.70,0.90,0.40,pending
edvard-grieg-1843,percy-grainger-1882,"Grieg's use of folk music and nationalistic elements influenced Grainger's interest in folk song arrangements and ethnomusicology.",0.80,0.85,0.30,pending
claude-debussy-1862,percy-grainger-1882,"Debussy's impressionistic harmonic language and innovative textures impacted Grainger's approach to orchestration and harmonic experimentation.",0.60,0.80,0.60,pending
frederick-delius-1862,percy-grainger-1882,"Delius' lyrical style and atmospheric soundscapes influenced Grainger's own compositional voice, especially in his more pastoral works.",0.50,0.75,0.50,pending
richard-wagner-1813,percy-grainger-1882,"Wagner's expansive harmonic language and use of leitmotifs had an indirect influence on Grainger's orchestral writing and thematic development.",0.40,0.70,0.70,pending
bela-bartok-1881,zoltan-kodaly-1882,"Bartók and Kodály were contemporaries and collaborators who both deeply researched Hungarian folk music, influencing each other's compositional style and ethnomusicological work.",0.90,1.00,0.20,pending
johannes-brahms-1833,zoltan-kodaly-1882,"Kodály was influenced by Brahms' use of folk elements and classical forms, which informed his own synthesis of Hungarian folk music with classical traditions.",0.70,0.90,0.40,pending
franz-liszt-1811,zoltan-kodaly-1882,"Liszt's Hungarian Rhapsodies and nationalistic style inspired Kodály's interest in Hungarian folk music and national identity in music.",0.80,0.90,0.30,pending
richard-wagner-1813,zoltan-kodaly-1882,"Wagner's harmonic innovations and dramatic approach influenced Kodály's compositional techniques, though Kodály maintained a more folk-based and modal style.",0.60,0.80,0.50,pending
claude-debussy-1862,zoltan-kodaly-1882,"Debussy's modal harmonies and interest in non-traditional scales resonated with Kodály's use of folk modes and modal melodies.",0.50,0.70,0.60,pending
claude-debussy-1862,edgard-varese-1883,"Debussy's innovative use of timbre and non-traditional scales influenced Varèse's exploration of new sound textures and sonorities.",0.70,0.90,0.60,pending
arnold-schoenberg-1874,edgard-varese-1883,"Schoenberg's break with tonality and development of twelve-tone technique inspired Varèse's avant-garde approach to composition and structure.",0.80,0.95,0.70,pending
igor-stravinsky-1882,edgard-varese-1883,"Stravinsky's rhythmic innovation and bold orchestration had a significant impact on Varèse's rhythmic complexity and orchestral color.",0.85,0.95,0.50,pending
gustav-mahler-1860,edgard-varese-1883,"Mahler's expansive orchestration and structural innovations influenced Varèse's approach to large-scale works and sound masses.",0.60,0.80,0.60,pending
arnold-schoenberg-1874,anton-webern-1883,"Webern was a student and close associate of Schoenberg, adopting and developing his twelve-tone technique and atonal style.",1.00,1.00,0.30,pending
gustav-mahler-1860,anton-webern-1883,"Mahler's late-Romantic orchestration and expression influenced Webern's early compositional style before his full adoption of atonality.",0.60,0.90,0.50,pending
johann-sebastian-bach-1685,anton-webern-1883,"Webern admired Bach's contrapuntal mastery, which influenced his own concise and intricate contrapuntal writing.",0.70,0.80,0.40,pending
anton-bruckner-1824,anton-webern-1883,"Bruckner's symphonic structure and harmonic language had an indirect influence on Webern's understanding of form and harmony.",0.40,0.70,0.60,pending
franz-schubert-1797,anton-webern-1883,"Schubert's lyricism and motivic development were part of the broader Austro-German tradition that shaped Webern's musical foundation.",0.50,0.70,0.50,pending
richard-wagner-1813,arnold-bax-1883,"Bax was heavily influenced by Wagner's rich harmonic language and orchestration, which shaped his own lush and complex musical style.",0.90,0.95,0.30,pending
franz-schubert-1797,arnold-bax-1883,"Schubert's lyrical melodies and harmonic progressions influenced Bax's melodic writing and expressive depth.",0.70,0.80,0.40,pending
claude-debussy-1862,arnold-bax-1883,"Debussy's impressionistic textures and modal harmonies had a notable impact on Bax's orchestral color and atmospheric writing.",0.80,0.90,0.50,pending
frederick-delius-1862,arnold-bax-1883,"Delius's pastoral and impressionistic style influenced Bax's approach to tone and mood in his compositions.",0.75,0.85,0.50,pending
edward-elgar-1857,arnold-bax-1883,"Elgar's expansive orchestration and noble themes influenced Bax's symphonic works and his sense of English musical identity.",0.80,0.90,0.40,pending
jean-sibelius-1865,arnold-bax-1883,"Sibelius's nationalistic style and innovative symphonic structures inspired Bax, especially in his use of folk elements and orchestral textures.",0.85,0.90,0.40,pending
arnold-schoenberg-1874,alban-berg-1885,"Arnold Schoenberg was Berg's teacher and mentor, profoundly shaping his compositional style and introducing him to twelve-tone technique.",1.00,1.00,0.30,pending
gustav-mahler-1860,alban-berg-1885,"Mahler's late-Romantic orchestration and emotional depth influenced Berg's expressive language and orchestral writing.",0.70,0.90,0.40,pending
richard-wagner-1813,alban-berg-1885,"Wagner's harmonic innovations and leitmotif technique impacted Berg's approach to thematic development and chromaticism.",0.60,0.80,0.50,pending
claude-debussy-1862,alban-berg-1885,"Debussy's use of color and non-traditional scales influenced Berg's harmonic palette and textural experimentation.",0.50,0.70,0.60,pending
franz-schubert-1797,alban-berg-1885,"Schubert's lyrical melodies and song structures influenced Berg's vocal writing and melodic style.",0.40,0.70,0.50,pending
claude-debussy-1862,heitor-villa-lobos-1887,"Villa-Lobos was influenced by Debussy's impressionistic harmonies and orchestral colors, which he integrated with Brazilian folk elements.",0.80,0.90,0.60,pending
maurice-ravel-1875,heitor-villa-lobos-1887,"Ravel's orchestration and use of exotic scales influenced Villa-Lobos's approach to blending Brazilian themes with modern orchestral techniques.",0.70,0.85,0.60,pending
johann-sebastian-bach-1685,heitor-villa-lobos-1887,"Villa-Lobos admired Bach's contrapuntal mastery and incorporated Baroque forms and counterpoint into his compositions.",0.75,0.90,0.50,pending
antonin-dvorak-1841,heitor-villa-lobos-1887,"Dvořák's nationalist style and use of folk music as a basis for classical composition inspired Villa-Lobos's own nationalist musical identity.",0.70,0.80,0.50,pending
franz-liszt-1811,heitor-villa-lobos-1887,"Liszt's virtuosic piano style and programmatic music influenced Villa-Lobos's piano compositions and his use of thematic transformation.",0.60,0.75,0.60,pending
